Medal,Athletes,Games,Sport,Event,Event.1,links,country,medals_corrected
NaN,Harry DEBAECKEJohn EXLEYEdward HEDLEYRoscoe LOCKWOODLouis ABELLWilliam CARRJohn GEIGERJames JUVENALEdward MARSH,1900 Paris,Rowing,Men's,eight with coxswain (8+),Images/Medal_Gold.png,USA,Gold
NaN,Walter B. John TEWKSBURY,1900 Paris,Athletics,Men's,60m,Images/Medal_Silver.png,USA,Silver
NaN,Walter B. John TEWKSBURY,1900 Paris,Athletics,Men's,100m,Images/Medal_Silver.png,USA,Silver
NaN,William HOLLAND,1900 Paris,Athletics,Men's,400m,Images/Medal_Silver.png,USA,Silver
NaN,John CREGAN,1900 Paris,Athletics,Men's,800m,Images/Medal_Silver.png,USA,Silver
NaN,John MCLEAN,1900 Paris,Athletics,Men's,110m hurdles,Images/Medal_Silver.png,USA,Silver
NaN,Meyer PRINSTEIN,1900 Paris,Athletics,Men's,long jump,Images/Medal_Silver.png,USA,Silver
NaN,Irving BAXTER,1900 Paris,Athletics,Men's,"long jump, standing",Images/Medal_Silver.png,USA,Silver
NaN,James CONNOLLY,1900 Paris,Athletics,Men's,triple jump,Images/Medal_Silver.png,USA,Silver
NaN,Irving BAXTER,1900 Paris,Athletics,Men's,"triple jump, standing",Images/Medal_Silver.png,USA,Silver
NaN,Irving BAXTER,1900 Paris,Athletics,Men's,"high jump, standing",Images/Medal_Silver.png,USA,Silver
NaN,Meredith Bright COLKETT,1900 Paris,Athletics,Men's,pole vault,Images/Medal_Silver.png,USA,Silver
NaN,Josiah MCCRACKEN,1900 Paris,Athletics,Men's,shot put,Images/Medal_Silver.png,USA,Silver
NaN,Thomas Truxton HARE,1900 Paris,Athletics,Men's,hammer throw,Images/Medal_Silver.png,USA,Silver
NaN,Pauline WHITTIER,1900 Paris,Golf,Women's,individual,Images/Medal_Silver.png,USA,Silver
NaN,David HALL,1900 Paris,Athletics,Men's,800m,Images/Medal_Bronze.png,USA,Bronze
NaN,John BRAY,1900 Paris,Athletics,Men's,1500m,Images/Medal_Bronze.png,USA,Bronze
NaN,Frederick MOLONEY,1900 Paris,Athletics,Men's,110m hurdles,Images/Medal_Bronze.png,USA,Bronze
NaN,Walter B. John TEWKSBURY,1900 Paris,Athletics,Men's,200m hurdles,Images/Medal_Bronze.png,USA,Bronze
NaN,Lewis Pendleton SHELDON,1900 Paris,Athletics,Men's,triple jump,Images/Medal_Bronze.png,USA,Bronze
NaN,Robert GARRETT,1900 Paris,Athletics,Men's,"triple jump, standing",Images/Medal_Bronze.png,USA,Bronze
NaN,Lewis Pendleton SHELDON,1900 Paris,Athletics,Men's,"high jump, standing",Images/Medal_Bronze.png,USA,Bronze
NaN,Robert GARRETT,1900 Paris,Athletics,Men's,shot put,Images/Medal_Bronze.png,USA,Bronze
NaN,Richard SHELDON,1900 Paris,Athletics,Men's,discus throw,Images/Medal_Bronze.png,USA,Bronze
NaN,Josiah MCCRACKEN,1900 Paris,Athletics,Men's,hammer throw,Images/Medal_Bronze.png,USA,Bronze
NaN,John Henry LAKE,1900 Paris,Cycling Track,Men's,sprint individual,Images/Medal_Bronze.png,USA,Bronze
NaN,Daria PRATT,1900 Paris,Golf,Women's,individual,Images/Medal_Bronze.png,USA,Bronze
NaN,H. MacHENRY,1900 Paris,Sailing,Mixed,3-10t,Images/Medal_Bronze.png,USA,Bronze
NaN,Harry Van Bergen,1900 Paris,Sailing,Mixed,20t +,Images/Medal_Bronze.png,USA,Bronze
NaN,Marion JONES,1900 Paris,Tennis,Women's,singles,Images/Medal_Bronze.png,USA,Bronze
NaN,George Philipp BRYANT,1904 St Louis,Archery,Men's,double york round (100y - 80y - 60y),Images/Medal_Gold.png,USA,Gold
NaN,George Philipp BRYANT,1904 St Louis,Archery,Men's,double american round (60y - 50y - 40y),Images/Medal_Gold.png,USA,Gold
NaN,William Henry THOMPSONLouis W. MAXSONRobert WILLIAMSGalen Carter SPENCER,1904 St Louis,Archery,Men's,team round 60y,Images/Medal_Gold.png,USA,Gold
NaN,Matilda Scott HOWELL,1904 St Louis,Archery,Women's,double national round (60y - 50y),Images/Medal_Gold.png,USA,Gold
NaN,Matilda Scott HOWELL,1904 St Louis,Archery,Women's,double columbia round (50y - 40y - 30y),Images/Medal_Gold.png,USA,Gold
NaN,Jessie POLLOCKLouise TAYLORMatilda Scott HOWELLLaura WOODRUFF,1904 St Louis,Archery,Women's,team round 50y,Images/Medal_Gold.png,USA,Gold
NaN,Archie HAHN,1904 St Louis,Athletics,Men's,60m,Images/Medal_Gold.png,USA,Gold
NaN,Archie HAHN,1904 St Louis,Athletics,Men's,100m,Images/Medal_Gold.png,USA,Gold
NaN,Archie HAHN,1904 St Louis,Athletics,Men's,200m,Images/Medal_Gold.png,USA,Gold
NaN,Harry HILLMAN,1904 St Louis,Athletics,Men's,400m,Images/Medal_Gold.png,USA,Gold
NaN,James LIGHTBODY,1904 St Louis,Athletics,Men's,800m,Images/Medal_Gold.png,USA,Gold
NaN,James LIGHTBODY,1904 St Louis,Athletics,Men's,1500m,Images/Medal_Gold.png,USA,Gold
NaN,Thomas HICKS,1904 St Louis,Athletics,Men's,marathon,Images/Medal_Gold.png,USA,Gold
NaN,Frederick SCHULE,1904 St Louis,Athletics,Men's,110m hurdles,Images/Medal_Gold.png,USA,Gold
NaN,Harry HILLMAN,1904 St Louis,Athletics,Men's,200m hurdles,Images/Medal_Gold.png,USA,Gold
NaN,Harry HILLMAN,1904 St Louis,Athletics,Men's,400m hurdles,Images/Medal_Gold.png,USA,Gold
NaN,James LIGHTBODY,1904 St Louis,Athletics,Men's,2590m steeplechase,Images/Medal_Gold.png,USA,Gold
NaN,George UNDERWOODHoward VALENTINEArthur NEWTONPaul Harry PILGRIMDavid Curtis MUNSON,1904 St Louis,Athletics,Men's,4miles team,Images/Medal_Gold.png,USA,Gold
NaN,Meyer PRINSTEIN,1904 St Louis,Athletics,Men's,long jump,Images/Medal_Gold.png,USA,Gold
NaN,Ray EWRY,1904 St Louis,Athletics,Men's,"long jump, standing",Images/Medal_Gold.png,USA,Gold
NaN,Meyer PRINSTEIN,1904 St Louis,Athletics,Men's,triple jump,Images/Medal_Gold.png,USA,Gold
NaN,Ray EWRY,1904 St Louis,Athletics,Men's,"triple jump, standing",Images/Medal_Gold.png,USA,Gold
NaN,Samuel JONES,1904 St Louis,Athletics,Men's,high jump,Images/Medal_Gold.png,USA,Gold
NaN,Ray EWRY,1904 St Louis,Athletics,Men's,"high jump, standing",Images/Medal_Gold.png,USA,Gold
NaN,Charles DVORAK,1904 St Louis,Athletics,Men's,pole vault,Images/Medal_Gold.png,USA,Gold
NaN,Martin SHERIDAN,1904 St Louis,Athletics,Men's,discus throw,Images/Medal_Gold.png,USA,Gold
NaN,John Jesus FLANAGAN,1904 St Louis,Athletics,Men's,hammer throw,Images/Medal_Gold.png,USA,Gold
NaN,Ralph ROSE,1904 St Louis,Athletics,Men's,shot put,Images/Medal_Gold.png,USA,Gold
NaN,Max EMMERICH,1904 St Louis,Athletics,Men's,triathlon (long jump / shot put / 100 yards),Images/Medal_Gold.png,USA,Gold
NaN,George FINNEGAN,1904 St Louis,Boxing,Men's,- 47.63kg (flyweight),Images/Medal_Gold.png,USA,Gold
NaN,Oliver L. KIRK,1904 St Louis,Boxing,Men's,47.63 - 52.16kg (bantamweight),Images/Medal_Gold.png,USA,Gold
NaN,Oliver L. KIRK,1904 St Louis,Boxing,Men's,52.16 - 56.7kg (featherweight),Images/Medal_Gold.png,USA,Gold
NaN,Harry J. SPANGER,1904 St Louis,Boxing,Men's,56.7 - 61.24kg (lightweight),Images/Medal_Gold.png,USA,Gold
NaN,Albert YOUNG,1904 St Louis,Boxing,Men's,61.24 - 65.77kg (welterweight),Images/Medal_Gold.png,USA,Gold
NaN,Charles MAYER,1904 St Louis,Boxing,Men's,65.77 - 71.67kg (middleweight),Images/Medal_Gold.png,USA,Gold
NaN,Samuel BERGER,1904 St Louis,Boxing,Men's,+ 71.67kg (heavyweight),Images/Medal_Gold.png,USA,Gold
NaN,Marcus HURLEY,1904 St Louis,Cycling Track,Men's,1/4 mile (402.3m),Images/Medal_Gold.png,USA,Gold
NaN,Marcus HURLEY,1904 St Louis,Cycling Track,Men's,1/3 mile (536.5m),Images/Medal_Gold.png,USA,Gold
NaN,Marcus HURLEY,1904 St Louis,Cycling Track,Men's,1/2 mile (804.7m),Images/Medal_Gold.png,USA,Gold
NaN,Marcus HURLEY,1904 St Louis,Cycling Track,Men's,1 mile (1609.3m),Images/Medal_Gold.png,USA,Gold
NaN,Burton DOWNING,1904 St Louis,Cycling Track,Men's,2 miles (3.218km),Images/Medal_Gold.png,USA,Gold
NaN,Charles SCHLEE,1904 St Louis,Cycling Track,Men's,5 miles (8.046km),Images/Medal_Gold.png,USA,Gold
NaN,Burton DOWNING,1904 St Louis,Cycling Track,Men's,25 miles (40.232km),Images/Medal_Gold.png,USA,Gold
NaN,George SHELDON,1904 St Louis,Diving,Men's,10m platform,Images/Medal_Gold.png,USA,Gold
NaN,William Paul DICKEY,1904 St Louis,Diving,Men's,plunge for distance,Images/Medal_Gold.png,USA,Gold
NaN,Albertson VAN ZO POST,1904 St Louis,Fencing,Men's,"stick, single",Images/Medal_Gold.png,USA,Gold
NaN,Henri Chandler EGANClement E. SMOOTEdward M. CUMMINSNathaniel Fish MOOREWalter Eugene EGANRobert Edward HUNTERKenneth Paine EDWARDSDanieledward SAWYERMason Elliot PHELPSWarren K. WOOD,1904 St Louis,Golf,Men's,team,Images/Medal_Gold.png,USA,Gold
NaN,Anton HEIDA,1904 St Louis,Gymnastics Artistic,Men's,combined 4 events,Images/Medal_Gold.png,USA,Gold
NaN,George EYSER,1904 St Louis,Gymnastics Artistic,Men's,parallel bars,Images/Medal_Gold.png,USA,Gold
NaN,Anton HEIDA,1904 St Louis,Gymnastics Artistic,Men's,horizontal bar,Images/Medal_Gold.png,USA,Gold
NaN,Edward HENNIG,1904 St Louis,Gymnastics Artistic,Men's,horizontal bar,Images/Medal_Gold.png,USA,Gold
NaN,Anton HEIDA,1904 St Louis,Gymnastics Artistic,Men's,vault,Images/Medal_Gold.png,USA,Gold
NaN,George EYSER,1904 St Louis,Gymnastics Artistic,Men's,vault,Images/Medal_Gold.png,USA,Gold
NaN,Anton HEIDA,1904 St Louis,Gymnastics Artistic,Men's,pommel horse,Images/Medal_Gold.png,USA,Gold
NaN,Hermann GLASS,1904 St Louis,Gymnastics Artistic,Men's,rings,Images/Medal_Gold.png,USA,Gold
NaN,George EYSER,1904 St Louis,Gymnastics Artistic,Men's,rope climbing,Images/Medal_Gold.png,USA,Gold
NaN,Edward HENNIG,1904 St Louis,Gymnastics Artistic,Men's,club swinging,Images/Medal_Gold.png,USA,Gold
NaN,Frank GREER,1904 St Louis,Rowing,Men's,single sculls (1x),Images/Medal_Gold.png,USA,Gold
NaN,Joseph RYANRobert FARNAM,1904 St Louis,Rowing,Men's,pair without coxswain (2-),Images/Medal_Gold.png,USA,Gold
NaN,William VARLEYJohn J.F. MULCAHY,1904 St Louis,Rowing,Men's,double sculls (2x),Images/Medal_Gold.png,USA,Gold
NaN,August ERKERArthur STOCKHOFFGeorge DIETZAlbert NASSE,1904 St Louis,Rowing,Men's,four without coxswain (4-),Images/Medal_Gold.png,USA,Gold
NaN,Louis ABELLHarry Hunter LOTTMichael D. GLEASONJames FLANIGANJohn EXLEYCharles E. ARMSTRONGJoseph F. DEMPSEYFrank Reaner SCHELLFrederick CRESSER,1904 St Louis,Rowing,Men's,eight with coxswain (8+),Images/Medal_Gold.png,USA,Gold
NaN,Charles DANIELS,1904 St Louis,Swimming,Men's,220y freestyle,Images/Medal_Gold.png,USA,Gold
NaN,Charles DANIELS,1904 St Louis,Swimming,Men's,440y freestyle,Images/Medal_Gold.png,USA,Gold
NaN,Joseph A. RUDDYLouis De Breda HANDLEYLeo Budd GOODWINCharles DANIELS,1904 St Louis,Swimming,Men's,4x50y freestyle relay,Images/Medal_Gold.png,USA,Gold
NaN,Beals Coleman WRIGHT,1904 St Louis,Tennis,Men's,singles,Images/Medal_Gold.png,USA,Gold
NaN,Edgar Welch LEONARDBeals Coleman WRIGHT,1904 St Louis,Tennis,Men's,doubles,Images/Medal_Gold.png,USA,Gold
NaN,George Van CleafLouis HandleyJoe RuddyDavid BrattonLeo GoodwinDavid HesserJames Steen,1904 St Louis,Water Polo,Men's,water polo,Images/Medal_Gold.png,USA,Gold
NaN,Oscar Paul OSTHOFF,1904 St Louis,Weightlifting,Men's,all-around Dumbbell contest,Images/Medal_Gold.png,USA,Gold
NaN,Robert CURRY,1904 St Louis,Wrestling Freestyle,Men's,- 47.6kg (light-flyweight),Images/Medal_Gold.png,USA,Gold
NaN,George Nicholas MEHNERT,1904 St Louis,Wrestling Freestyle,Men's,47.6 - 52.16kg (flyweight),Images/Medal_Gold.png,USA,Gold
NaN,Isidor NIFLOT,1904 St Louis,Wrestling Freestyle,Men's,52.16 - 56.7kg (bantamweight),Images/Medal_Gold.png,USA,Gold
NaN,Benjamin Joseph BRADSHAW,1904 St Louis,Wrestling Freestyle,Men's,56.7 - 61.23kg (featherweight),Images/Medal_Gold.png,USA,Gold
NaN,Otto F. ROEHM,1904 St Louis,Wrestling Freestyle,Men's,61.23 - 65.77kg (lightweight),Images/Medal_Gold.png,USA,Gold
NaN,Charles JACOBUS,1904 St Louis,Roque,Men's,individual,Images/Medal_Gold.png,USA,Gold
NaN,Sydney B. JOHNSONConrad MAGNUSSENOscar G. OLSONH. SICLINGPatrick FLANAGAN,1904 St Louis,Tug of War,Men's,tug of war,Images/Medal_Gold.png,USA,Gold
NaN,Robert WILLIAMS,1904 St Louis,Archery,Men's,double york round (100y - 80y - 60y),Images/Medal_Silver.png,USA,Silver
NaN,Robert WILLIAMS,1904 St Louis,Archery,Men's,double american round (60y - 50y - 40y),Images/Medal_Silver.png,USA,Silver
NaN,Charles R. HUBBARDCharles S. WOODRUFFSamuel Harding DUVALLWilliam A. CLARK,1904 St Louis,Archery,Men's,team round 60y,Images/Medal_Silver.png,USA,Silver
NaN,Emma C. COOKE,1904 St Louis,Archery,Women's,double national round (60y - 50y),Images/Medal_Silver.png,USA,Silver
NaN,Emma C. COOKE,1904 St Louis,Archery,Women's,double columbia round (50y - 40y - 30y),Images/Medal_Silver.png,USA,Silver
NaN,William HOGENSON,1904 St Louis,Athletics,Men's,60m,Images/Medal_Silver.png,USA,Silver
NaN,John Nathaniel CARTMELL,1904 St Louis,Athletics,Men's,100m,Images/Medal_Silver.png,USA,Silver
NaN,John Nathaniel CARTMELL,1904 St Louis,Athletics,Men's,200m,Images/Medal_Silver.png,USA,Silver
NaN,Frank WALLER,1904 St Louis,Athletics,Men's,400m,Images/Medal_Silver.png,USA,Silver
NaN,Howard VALENTINE,1904 St Louis,Athletics,Men's,800m,Images/Medal_Silver.png,USA,Silver
NaN,William Frank VERNER,1904 St Louis,Athletics,Men's,1500m,Images/Medal_Silver.png,USA,Silver
NaN,Thaddeus SHIDELER,1904 St Louis,Athletics,Men's,110m hurdles,Images/Medal_Silver.png,USA,Silver
NaN,Frank CASTLEMAN,1904 St Louis,Athletics,Men's,200m hurdles,Images/Medal_Silver.png,USA,Silver
NaN,Frank WALLER,1904 St Louis,Athletics,Men's,400m hurdles,Images/Medal_Silver.png,USA,Silver
NaN,Daniel FRANK,1904 St Louis,Athletics,Men's,long jump,Images/Medal_Silver.png,USA,Silver
NaN,Charles KING,1904 St Louis,Athletics,Men's,"long jump, standing",Images/Medal_Silver.png,USA,Silver
NaN,Frederick ENGLEHARDT,1904 St Louis,Athletics,Men's,triple jump,Images/Medal_Silver.png,USA,Silver
NaN,Charles KING,1904 St Louis,Athletics,Men's,"triple jump, standing",Images/Medal_Silver.png,USA,Silver
NaN,Garrett SERVISS,1904 St Louis,Athletics,Men's,high jump,Images/Medal_Silver.png,USA,Silver
NaN,Joseph F. STADLER,1904 St Louis,Athletics,Men's,"high jump, standing",Images/Medal_Silver.png,USA,Silver
NaN,Leroy SAMSE,1904 St Louis,Athletics,Men's,pole vault,Images/Medal_Silver.png,USA,Silver
NaN,Ralph ROSE,1904 St Louis,Athletics,Men's,discus throw,Images/Medal_Silver.png,USA,Silver
NaN,John DEWITT,1904 St Louis,Athletics,Men's,hammer throw,Images/Medal_Silver.png,USA,Silver
NaN,William Wesley COE,1904 St Louis,Athletics,Men's,shot put,Images/Medal_Silver.png,USA,Silver
NaN,John Jesus FLANAGAN,1904 St Louis,Athletics,Men's,56lb weight throw (25.4kg),Images/Medal_Silver.png,USA,Silver
NaN,John GRIEB,1904 St Louis,Athletics,Men's,triathlon (long jump / shot put / 100 yards),Images/Medal_Silver.png,USA,Silver
NaN,Adam GUNN,1904 St Louis,Athletics,Men's,decathlon,Images/Medal_Silver.png,USA,Silver
NaN,Miles BURKE,1904 St Louis,Boxing,Men's,- 47.63kg (flyweight),Images/Medal_Silver.png,USA,Silver
NaN,George FINNEGAN,1904 St Louis,Boxing,Men's,47.63 - 52.16kg (bantamweight),Images/Medal_Silver.png,USA,Silver
NaN,Frank HALLER,1904 St Louis,Boxing,Men's,52.16 - 56.7kg (featherweight),Images/Medal_Silver.png,USA,Silver
NaN,Russell VAN HORN,1904 St Louis,Boxing,Men's,56.7 - 61.24kg (lightweight),Images/Medal_Silver.png,USA,Silver
NaN,Harry J. SPANGER,1904 St Louis,Boxing,Men's,61.24 - 65.77kg (welterweight),Images/Medal_Silver.png,USA,Silver
NaN,Benjamin SPRADLEY,1904 St Louis,Boxing,Men's,65.77 - 71.67kg (middleweight),Images/Medal_Silver.png,USA,Silver
NaN,Charles MAYER,1904 St Louis,Boxing,Men's,+ 71.67kg (heavyweight),Images/Medal_Silver.png,USA,Silver
NaN,Burton DOWNING,1904 St Louis,Cycling Track,Men's,1/4 mile (402.3m),Images/Medal_Silver.png,USA,Silver
NaN,Burton DOWNING,1904 St Louis,Cycling Track,Men's,1/3 mile (536.5m),Images/Medal_Silver.png,USA,Silver
NaN,Edward BILLINGTON,1904 St Louis,Cycling Track,Men's,1/2 mile (804.7m),Images/Medal_Silver.png,USA,Silver
NaN,Burton DOWNING,1904 St Louis,Cycling Track,Men's,1 mile (1609.3m),Images/Medal_Silver.png,USA,Silver
NaN,Oscar GOERKE,1904 St Louis,Cycling Track,Men's,2 miles (3.218km),Images/Medal_Silver.png,USA,Silver
NaN,George WILEY,1904 St Louis,Cycling Track,Men's,5 miles (8.046km),Images/Medal_Silver.png,USA,Silver
NaN,Arthur F. ANDREWS,1904 St Louis,Cycling Track,Men's,25 miles (40.232km),Images/Medal_Silver.png,USA,Silver
NaN,Edgar H. ADAMS,1904 St Louis,Diving,Men's,plunge for distance,Images/Medal_Silver.png,USA,Silver
NaN,Charles TATHAM,1904 St Louis,Fencing,Men's,épée individual,Images/Medal_Silver.png,USA,Silver
NaN,Albertson VAN ZO POST,1904 St Louis,Fencing,Men's,foil individual,Images/Medal_Silver.png,USA,Silver
NaN,Arthur FOXCharles Fitzhugh TOWNSENDCharles TATHAM,1904 St Louis,Fencing,Men's,foil team,Images/Medal_Silver.png,USA,Silver
NaN,William GREBE,1904 St Louis,Fencing,Men's,sabre individual,Images/Medal_Silver.png,USA,Silver
NaN,William Scott O'CONNOR,1904 St Louis,Fencing,Men's,"stick, single",Images/Medal_Silver.png,USA,Silver
NaN,Oscar B. BROCKMEYERJohn Hartnett JANUARYPeter Joseph RATICANCharles Albert BARTLIFFRaymond E. LAWLERWarren G. BRITTINGHAMThomas Thurston JANUARYCharles James JANUARYAlexander CUDMOREJoseph LYDONLouis John MENGES,1904 St Louis,Football,Men's,football,Images/Medal_Silver.png,USA,Silver
NaN,Henri Chandler EGAN,1904 St Louis,Golf,Men's,individual,Images/Medal_Silver.png,USA,Silver
NaN,Burt P. MCKINNIERalph MCKITTRICKFrancis Clement NEWTONJohn Deere CADYAlbert Bond LAMBERTStuart Grosvenor STICKNEYArthur William STICKNEYFrederick SEMPLEHenry POTTERJohn R. MAXWELL,1904 St Louis,Golf,Men's,team,Images/Medal_Silver.png,USA,Silver
NaN,George EYSER,1904 St Louis,Gymnastics Artistic,Men's,combined 4 events,Images/Medal_Silver.png,USA,Silver
NaN,John BISSINGERMax WOLFArthur ROSENKAMPFOtto STEFFENEmil BEYERJulian SCHMITZ,1904 St Louis,Gymnastics Artistic,Men's,team competition,Images/Medal_Silver.png,USA,Silver
NaN,Anton HEIDA,1904 St Louis,Gymnastics Artistic,Men's,parallel bars,Images/Medal_Silver.png,USA,Silver
NaN,George EYSER,1904 St Louis,Gymnastics Artistic,Men's,pommel horse,Images/Medal_Silver.png,USA,Silver
NaN,William MERZ,1904 St Louis,Gymnastics Artistic,Men's,rings,Images/Medal_Silver.png,USA,Silver
NaN,Charles KRAUSE,1904 St Louis,Gymnastics Artistic,Men's,rope climbing,Images/Medal_Silver.png,USA,Silver
NaN,Emil VOIGT,1904 St Louis,Gymnastics Artistic,Men's,club swinging,Images/Medal_Silver.png,USA,Silver
NaN,James JUVENAL,1904 St Louis,Rowing,Men's,single sculls (1x),Images/Medal_Silver.png,USA,Silver
NaN,William VARLEYJohn J.F. MULCAHY,1904 St Louis,Rowing,Men's,pair without coxswain (2-),Images/Medal_Silver.png,USA,Silver
NaN,John Grey HOBENJames MCLOUGHLIN,1904 St Louis,Rowing,Men's,double sculls (2x),Images/Medal_Silver.png,USA,Silver
NaN,Frederick SUERIGMichael BEGLEYMartin FROMANACKCharles AMAN,1904 St Louis,Rowing,Men's,four without coxswain (4-),Images/Medal_Silver.png,USA,Silver
NaN,J. Scott LEARY,1904 St Louis,Swimming,Men's,50y freestyle (45.72m),Images/Medal_Silver.png,USA,Silver
NaN,Charles DANIELS,1904 St Louis,Swimming,Men's,100y freestyle (91.44m),Images/Medal_Silver.png,USA,Silver
NaN,Hugo GOETZDavid HAMMONDRaymond THORNEWilliam TUTTLE,1904 St Louis,Swimming,Men's,4x50y freestyle relay,Images/Medal_Silver.png,USA,Silver
NaN,Robert LEROY,1904 St Louis,Tennis,Men's,singles,Images/Medal_Silver.png,USA,Silver
NaN,Alphonzo Edward BELLRobert LEROY,1904 St Louis,Tennis,Men's,doubles,Images/Medal_Silver.png,USA,Silver
NaN,Rex BeachEdwin SwatekFrank KehoeBill TuttleJerome SteeverCharles HealyDavid Hammond,1904 St Louis,Water Polo,Men's,water polo,Images/Medal_Silver.png,USA,Silver
NaN,Oscar Paul OSTHOFF,1904 St Louis,Weightlifting,Men's,heavyweight - two hand lift,Images/Medal_Silver.png,USA,Silver
NaN,Frederick WINTERS,1904 St Louis,Weightlifting,Men's,all-around Dumbbell contest,Images/Medal_Silver.png,USA,Silver
NaN,John HEIN,1904 St Louis,Wrestling Freestyle,Men's,- 47.6kg (light-flyweight),Images/Medal_Silver.png,USA,Silver
NaN,Gustav BAUER,1904 St Louis,Wrestling Freestyle,Men's,47.6 - 52.16kg (flyweight),Images/Medal_Silver.png,USA,Silver
NaN,August WESTER,1904 St Louis,Wrestling Freestyle,Men's,52.16 - 56.7kg (bantamweight),Images/Medal_Silver.png,USA,Silver
NaN,Theodore MCLEAR,1904 St Louis,Wrestling Freestyle,Men's,56.7 - 61.23kg (featherweight),Images/Medal_Silver.png,USA,Silver
NaN,Rudolph TESING,1904 St Louis,Wrestling Freestyle,Men's,61.23 - 65.77kg (lightweight),Images/Medal_Silver.png,USA,Silver
NaN,William BECKMANN,1904 St Louis,Wrestling Freestyle,Men's,65.77 - 71.67kg (welterweight),Images/Medal_Silver.png,USA,Silver
NaN,Robert Edward HUNTERGeorge PASSMOREJ.W. DOWLINGSULLIVANGIBSONPARTRIDGELEHMANPatrick CROGANHESSA.H. VENNMURPHYWOODSYOUNG,1904 St Louis,Lacrosse,Men's,lacrosse,Images/Medal_Silver.png,USA,Silver
NaN,Smith O. STREETER,1904 St Louis,Roque,Men's,individual,Images/Medal_Silver.png,USA,Silver
NaN,Max BRAUNOrrin Thomas UPSHAWAugust RODENBERGERWilliam SEILINGCharles ROSE,1904 St Louis,Tug of War,Men's,tug of war,Images/Medal_Silver.png,USA,Silver
NaN,William Henry THOMPSON,1904 St Louis,Archery,Men's,double york round (100y - 80y - 60y),Images/Medal_Bronze.png,USA,Bronze
NaN,William Henry THOMPSON,1904 St Louis,Archery,Men's,double american round (60y - 50y - 40y),Images/Medal_Bronze.png,USA,Bronze
NaN,George Philipp BRYANTCyrus Edwin DALLINWallace BRYANTHenry Barber RICHARDSON,1904 St Louis,Archery,Men's,team round 60y,Images/Medal_Bronze.png,USA,Bronze
NaN,Jessie POLLOCK,1904 St Louis,Archery,Women's,double national round (60y - 50y),Images/Medal_Bronze.png,USA,Bronze
NaN,Jessie POLLOCK,1904 St Louis,Archery,Women's,double columbia round (50y - 40y - 30y),Images/Medal_Bronze.png,USA,Bronze
NaN,Fay MOULTON,1904 St Louis,Athletics,Men's,60m,Images/Medal_Bronze.png,USA,Bronze
NaN,William HOGENSON,1904 St Louis,Athletics,Men's,100m,Images/Medal_Bronze.png,USA,Bronze
NaN,William HOGENSON,1904 St Louis,Athletics,Men's,200m,Images/Medal_Bronze.png,USA,Bronze
NaN,Herman GROMAN,1904 St Louis,Athletics,Men's,400m,Images/Medal_Bronze.png,USA,Bronze
NaN,Emil BREITKREUTZ,1904 St Louis,Athletics,Men's,800m,Images/Medal_Bronze.png,USA,Bronze
NaN,Lacey HEARN,1904 St Louis,Athletics,Men's,1500m,Images/Medal_Bronze.png,USA,Bronze
NaN,Arthur NEWTON,1904 St Louis,Athletics,Men's,marathon,Images/Medal_Bronze.png,USA,Bronze
NaN,Lesley ASHBURNER,1904 St Louis,Athletics,Men's,110m hurdles,Images/Medal_Bronze.png,USA,Bronze
NaN,George POAGE,1904 St Louis,Athletics,Men's,200m hurdles,Images/Medal_Bronze.png,USA,Bronze
NaN,George POAGE,1904 St Louis,Athletics,Men's,400m hurdles,Images/Medal_Bronze.png,USA,Bronze
NaN,Arthur NEWTON,1904 St Louis,Athletics,Men's,2590m steeplechase,Images/Medal_Bronze.png,USA,Bronze
NaN,Robert STANGLAND,1904 St Louis,Athletics,Men's,long jump,Images/Medal_Bronze.png,USA,Bronze
NaN,John BILLER,1904 St Louis,Athletics,Men's,"long jump, standing",Images/Medal_Bronze.png,USA,Bronze
